Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,8.10000038146973,..,8.39999961853027,8.30000019073486,8.5,8.5,8.60000038146973,8.39999961853027,8.5,8.19999980926514,8.10000038146973,7.80000019073486,7.69999980926514,7.40000009536743,7.09999990463257,7,6.90000009536743,6.19999980926514,6,5.80000019073486,5.5999999046,5.4000000954,5.0999999046,5,5,4.9000000954,4.6999998093,4.5999999046,4.5,4.3000001907,4.3,4.2,4.3,4.1,4,3.9,3.8,3.7,3.6,3.5,3.5,3.1,..,3.1,..,2.5,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Djibouti,DJI,7.83132553100586,..,..,..,..,..,..,..,..,..,6.07740020751953,..,..,..,..,..,..,..,..,..,..,3.61050009727478,..,..,..,..,..,..,..,..,2.5397000313,..,..,..,..,..,..,..,..,..,1.8,1.8,1.8,1.6,1.6,1.6,1.6,..,..,..,1.4,1.4,1.4,1.4,1.4,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominica,DMA,4.54394674301147,..,..,..,..,..,..,..,..,..,4.4443998336792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,2.5938999653,..,3.6,2.6500000954,..,..,..,3.8,3.5,3.9000000954,3.9,3.9,3.9,..,4,3.8,3.8,3.8,3.8,3.8,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominican Republic,DOM,2.32869076728821,..,..,..,..,..,..,..,..,..,2.63940000534058,..,..,..,..,2.50149989128113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8812999725,..,..,2,..,..,1.5,..,..,..,..,..,..,2.0999999046,..,2,..,1,1,1,1.6,1.7,..,1.6,1.6,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Early-demographic dividend,EAR,0.919975965034924,..,..,..,..,..,..,..,..,..,0.967250079377348,..,..,..,..,0.887526223801845,..,..,..,..,1.03899093710069,..,..,..,..,1.10719498431923,..,..,..,..,..,1.09024562274497,..,..,..,..,..,..,..,..,..,..,0.923295631474634,1.18679558317513,..,1.21997818261734,..,..,..,..,..,1.22528130698441,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,2.56044090878198,..,..,..,..,1.91706107842653,2.12823767479258,..,..,..,3.3245762216169,2.43828768355871,2.3829888855423,2.41176752910272,2.45617148558285,3.28650678488295,2.39684449820008,..,..,2.48765476559885,2.34123160306518,2.42090894863258,2.42885364599208,3.43513550515975,3.52701682546471,3.80124616885857,3.80358667379786,3.70711639025866,3.39318151744598,3.7006778361322,3.6116040938521,3.37082328430927,3.08476486188393,3.41365659358564,4.0250213497129,3.35822242872164,3.17101241176616,..,..,4.77824217832564,3.00729307459809,3.54985610924148,4.44360048737964,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,1.44000005722046,1.51999998092651,1.5,1.45000004768372,1.45000004768372,1.44188458520241,1.58000004291534,1.71000003814697,1.76999998092651,1.85000002384186,1.78114532836121,1.98732443357415,2.0699999332428,2.14000010490417,2.20000004768372,2.22372802979862,2.29444338407189,2.23417674052301,2.26248063040223,2.31000799277205,2.12200487778165,2.36593730538755,2.47996849317457,2.53664631662264,2.35650142725527,2.27877090593764,2.27225166195359,2.27770699074498,2.29197691889198,2.34960889182059,2.57205458171574,2.54083653635241,2.4980746146049,2.25570508580776,2.5048830581539,2.44349654671127,2.40324533359501,2.17577741350886,2.20020946024361,2.96564606537847,2.42651177608378,2.10584951860588,..,..,3.87591640442743,2.99694713405212,3.55538825918737,3.64740030992424,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,1.44000005722046,1.51999998092651,1.5,1.45000004768372,1.45000004768372,1.44188458520241,1.58000004291534,1.71000003814697,1.76999998092651,1.85000002384186,1.78114532836121,1.98732443357415,2.0699999332428,2.14000010490417,2.20000004768372,2.22372802979862,2.29444338407189,2.23417674052301,2.26248063040223,2.31000799277205,2.12200487778165,2.36593730538755,2.47996849317457,2.53664631662264,2.35650142725527,2.27877090593764,2.27225166195359,2.27770699074498,2.29197691889198,2.34960889182059,2.57205458171574,2.54083653635241,2.4980746146049,2.25573235309062,2.5048830581539,2.44349654671127,2.40324533359501,2.0312712030734,2.20020946024361,2.96564985637942,2.42651177608378,2.10589699064507,..,..,3.87592853711616,2.84950197096346,3.55538825918737,3.5142490496806,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ecuador,ECU,1.87069153785706,..,..,..,..,..,..,..,..,..,2.34910011291504,..,..,..,..,2.54629993438721,..,..,..,..,1.90719997882843,..,..,..,..,..,..,..,..,..,1.6440999508,..,..,1.6000000238,..,..,1.5499999523,..,..,..,..,..,1.5,1.7,..,..,..,1.5,1.5,1.6,1.6,1.6,1.5,1.5,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Egypt, Arab Rep.",EGY,2.14697933197021,..,..,..,..,..,..,..,..,..,2.18050003051758,..,..,..,..,2.03660011291504,..,..,..,..,2.02629995346069,2.07220005989075,..,..,..,..,2.08570003509521,..,2.12470006942749,2.01990008354187,2.0708999634,2.0241999626,2.0004000664,1.9292999506,..,..,2.0999999046,2.0999999046,..,..,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.1,2.1,1.7,1.7,0.5,0.5,0.5,1.6,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,El Salvador,SLV,2.18347549438477,..,..,..,..,..,..,..,..,..,1.90240001678467,..,..,..,..,1.98500001430511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4710999727,..,..,1.5,..,..,1.6499999762,..,..,..,..,..,..,..,..,0.9,0.9,0.7,0.8,1.1,1,1,1.1,1.1,1.3,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Equatorial Guinea,GNQ,4.99603176116943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.80299997329712,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,2.2,..,..,..,1.9,2.1,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,0.7,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.1850996017456,..,..,..,..,12.2743997573853,12.2651996612549,12.1365003585815,12.0267000198364,11.9308004379272,11.6106004715,11.2891998291,9.6816997528,9.622300148,8.5613002777,8.3500003815,7.9000000954,7.7100000381,7.5799999237,7.5300002098,7,6.6,6,5.7,5.7,5.4,5.6,5.5,5.6,5.3,5.2,5.3,5.5,5,..,5,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eswatini,SWZ,1.94478523731232,..,..,..,..,..,..,..,..,..,3.37470006942749,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.1,..,..,..,..,2.1,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ethiopia,ETH,0.29423388838768,..,..,..,..,..,..,..,..,..,0.285199999809265,..,..,..,..,0.285699993371964,..,..,..,..,0.295500010251999,..,..,..,..,..,..,..,..,..,0.2415000051,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,..,0.2,..,0.2,..,..,6.3,..,..,..,0.3,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,9.65218683850006,..,..,..,..,..,..,..,..,..,9.94208867778308,..,..,..,..,9.07524027189126,..,..,..,..,8.24123604035793,8.03062405448102,7.90771864248654,7.74924584384216,7.64864688378082,7.51709449210461,7.50233424704565,7.23489304667167,7.07349176769583,6.87948900697098,6.7211567249131,6.61872189260773,6.49733418186106,6.34063059248541,6.21005209631195,6.14497378543303,6.00416639604715,5.94031629018266,5.85042281374998,5.74324419612555,5.7135257237066,5.64364116566636,5.57631009284811,6.16749081248063,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.15443722759635,..,..,..,..,9.58800871382833,9.67276037153155,9.6541812631454,9.62206402197557,9.56586465638587,9.16318629701119,9.02673541192102,8.69671889917312,8.52051677734777,8.32469428698694,8.12974356996139,7.90455646618236,7.54383833290486,7.29965726349857,7.09480395427942,6.97021510373908,6.95940691590618,6.81878709639577,6.72385097157671,6.52785874765052,6.4428395016403,6.35777700364948,6.23588814292256,6.15069853227787,6.08947830668572,5.97953903321925,5.85512649445065,5.80440596122192,5.9250309927928,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7604965342779,10.8142572244825,10.8470712348587,10.8815519978732,10.9037440027637,10.8874946973136,10.6257596402912,10.4350392274208,10.2420624483529,9.93086521956635,9.69698691224858,9.25776648024139,8.70018021831409,8.36092504793297,8.12325636044326,7.96248020287829,7.85805588510821,7.77570161232694,7.64926313199936,7.32896536457808,7.23194256739692,7.19364765647221,7.04946532520992,6.92890638269457,6.89064507196219,6.73738630663357,6.55022516922816,6.47644328699989,6.35754377903486,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1473185424555,10.6538617543376,10.6855686013691,10.7180870841711,10.7384517893104,10.2640254636384,10.0370492418304,9.80267584864716,9.64009846205731,9.36670261883778,9.15640138682838,8.78754163407956,8.29697473660895,7.99814628639998,7.77813414889861,7.65447438148849,7.82832825587686,7.55476470181253,7.49481015008833,7.22215076217832,7.1288539479774,7.09157964369289,6.95057224725438,6.86999153349023,6.845742533517,6.68547167648013,6.51705824956082,6.46040083845723,6.36284790763261,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5202511094714,..,..,..,..,8.87814307213609,..,..,..,..,8.19699309053402,8.00797647177099,7.74710067649586,7.60936107153638,7.54282233757192,7.30987148082782,7.29029462721969,7.06209849066307,6.86027998390495,6.66926894726598,6.58386217026767,6.64058649460901,6.43657103012147,6.35571812120459,6.24634320330616,6.18579604041397,6.066396838536,5.98000828337914,5.92635603405513,5.84952881398755,5.79570983574962,5.72207867432853,5.70548497602185,6.10828282710878,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fiji,FJI,4.04060935974121,..,..,..,..,..,..,..,..,..,2.90960001945496,..,..,..,..,3.33330011367798,..,..,..,..,2.81389999389648,2.74609994888306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6,..,..,..,..,2.1,2.09,..,..,2.1,2.1,..,2.3,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,15.1000003814697,..,..,..,..,..,..,..,..,..,15.6000003814697,..,..,..,..,14,..,..,..,..,12.5,11.1999998093,11,10,10,9.3000001907,9.1999998093,7.9000000954,7.8000001907,7.5999999046,7.5,7.5,7.4,7.2,7.1,7.1,7,6.7,6.6,6.3,5.9,5.5,5.3,4.9,..,4.4,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fragile and conflict affected situations,FCS,1.32332102549327,..,..,..,..,..,..,..,..,..,1.32833213870925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.41460019575173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,10.6000003814697,10.6000003814697,10.8000001907349,10.8999996185303,11.1000003814697,11.1000003814697,11.1000003814697,11,10.8000001907349,10.6999998092651,10.5,10.3000001907349,10.1999998092651,10.1000003814697,9.89999961853027,9.6999998093,9.6000003815,9.3999996185,9.3000001907,9.1000003815,8.8999996185,8.8000001907,8.6000003815,8.3999996185,8.3000001907,8.2,8.1,8,7.8,7.6,7.5,7.3,7.3,7.1,6.9,6.6,6.6,6.5,6.5,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gabon,GAB,5.71399164199829,..,..,..,..,..,..,..,..,..,9.91069984436035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.55200004577637,..,..,..,..,3.1937999725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,1.3,..,6.3,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Gambia, The",GMB,1.18181812763214,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.65779995918274,..,..,..,..,0.6108999848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,1.1,..,1.1,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1708002090454,..,..,..,..,9.9734001159668,10.0150003433228,10.1073999404907,9.99349975585938,9.99569988250732,9.7974996567,9.7981004715,10.0087003708,9.3910999298,9.6758003235,7.6599998474,5.6700000763,5.8600001335,5.7100000381,5.6900000572,4.8,4.5,4.2,4.2,4.1,3.9,3.7,3.3,3.2,3.1,3,2.8,2.5,2.6,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Germany,DEU,10.5,..,..,..,..,..,..,..,..,..,11.3000001907349,..,..,..,..,..,..,..,..,..,11.5,..,..,..,..,11,..,..,..,..,10.3999996185,10.1000003815,9.8999996185,9.6999998093,9.6999998093,9.6999998093,9.6000003815,9.3999996185,9.3000001907,9.1999998093,9.1,9,8.9,8.7,8.6,8.5,8.3,8.2,8.2,8.2,8.2,8.2,8.2,8.3,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ghana,GHA,0.779893696308136,..,..,..,..,..,..,..,..,..,1.32280004024506,..,..,..,..,1.25080001354218,..,..,..,..,..,..,..,..,..,1.56700003147125,..,..,..,..,1.4600000381,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,0.9,..,0.9,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greece,GRC,5.80000019073486,..,..,..,..,..,..,..,..,..,6.19999980926514,..,..,..,..,..,..,..,..,..,6.19999980926514,..,..,..,..,5.5,5.30000019073486,5.19999980926514,5.19999980926514,5.09999990463257,5.0999999046,5,5,5,4.9000000954,4.9000000954,4.9000000954,4.9000000954,4.8000001907,4.6999998093,4.7,4.8,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.5,4.4,..,..,4.3,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,14.3534002304077,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Grenada,GRD,6.22222232818604,..,..,..,..,..,..,..,..,..,7.2536997795105,..,..,..,..,..,..,..,..,..,5.771399974823,..,..,..,..,..,..,..,..,..,8,..,..,8.1778001785,..,5.5,5.2699999809,..,..,..,6.2,..,6.9,5.6999998093,..,4.1,..,2.6,2.6,2.4,..,3.5,3.5,3.7,3.7,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guatemala,GTM,2.6310875415802,..,..,..,..,..,..,..,..,..,2.17109990119934,..,..,..,..,2.00270009040833,..,..,..,..,..,..,..,..,..,..,1.72119998931885,..,..,0.877799987792969,1.1000000238,..,..,1.1000000238,..,..,0.9800000191,..,..,..,..,..,0.5,..,..,0.7,..,0.7,0.6,0.6,0.6,0.6,0.6,..,0.6,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea,GIN,0.739158153533936,..,..,..,..,..,..,..,..,..,1.75849997997284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.584100008010864,..,0.5507000089,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea-Bissau,GNB,1.62118494510651,..,..,..,..,..,..,..,..,..,1.57459998130798,..,..,..,..,..,..,..,..,..,1.8860000371933,1.97169995307922,..,..,..,..,..,..,..,..,1.4779000282,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,1,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guyana,GUY,5.5746922492981,..,..,..,..,..,..,..,..,..,4.76300001144409,..,..,..,..,4.97279977798462,..,..,..,..,..,..,..,..,..,3.49200010299683,..,..,..,..,..,..,..,3.0999999046,..,3.1,3.8699998856,..,..,..,..,2.9,..,..,..,2.8,2.5,1.9,..,2,..,..,..,..,1.6,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Haiti,HTI,0.608832836151123,..,..,..,..,..,..,..,..,..,0.784300029277802,..,..,..,..,0.776000022888184,..,..,..,..,0.740499973297119,..,..,..,..,0.723100006580353,..,..,..,..,0.7555999756,..,..,0.7990999818,..,..,0.7099999785,..,..,..,0.7,..,..,..,..,..,..,1.3,..,..,..,..,..,0.7,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Heavily indebted poor countries (HIPC),HPC,1.51654605785714,..,..,..,..,..,..,..,..,..,1.42150953649845,..,..,..,..,1.52300150520523,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.997742408561213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.743511693980356,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,High income,HIC,8.88141219129328,..,..,..,..,..,..,..,..,..,9.09066478638123,..,..,..,..,..,..,..,..,..,8.40206800948031,..,..,..,..,8.18727971223083,..,..,..,..,6.35559495664737,6.53425907548806,6.20169887599543,7.21770291216847,7.26189580377094,7.08434781633046,6.85623949693905,6.72505740613348,6.69031502864497,6.56198633252496,6.33733120336109,6.11721998546055,6.0954530352921,6.1070927157506,7.12951592750377,5.7726073480334,5.79005076311502,4.53699717648554,5.91920568630825,5.67463494674126,4.2022475001287,4.09247588494782,5.45140947910662,4.16303937024607,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Honduras,HND,1.64625132083893,..,..,..,..,..,..,..,..,..,1.75310003757477,..,..,..,..,1.7036999464035,..,..,..,..,1.32410001754761,..,..,..,..,1.30949997901917,..,..,..,..,1.0067000389,..,..,0.8000000119,..,..,1.0599999428,..,..,..,..,..,1,..,..,..,..,..,0.7,0.8,0.8,0.7,0.7,0.7,0.7,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Hong Kong SAR, China",HKG,2.64033937454224,..,..,..,..,..,..,..,..,..,4.17829990386963,..,..,..,..,5.04129981994629,..,..,..,..,4.02099990844727,4.10979986190796,..,..,..,4.89090013504028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.3000001907,8.8000001907,8.8000001907,8,8.1000003815,8.1000003815,8.2,7.9,7.9,7.9,7.9,7.9,8,7.2,7.1,7.1,7.2,7.2,7,7,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iceland,ISL,9.80000019073486,..,..,..,..,..,..,..,..,..,12.8999996185303,..,..,..,..,..,..,..,..,..,14.8000001907349,..,..,..,..,15.8000001907349,..,..,..,..,16.7000007629,16.2999992371,15.8999996185,14.8000001907,14.6999998093,14.6000003815,..,..,..,..,..,..,7.5,..,..,..,5.3391,4.2,3.9,3.7,3.6,3.3,3.3,3.2,3.2,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,India,IND,0.458986908197403,..,..,..,..,..,..,..,..,..,0.604499995708466,..,..,..,..,0.588199973106384,..,..,..,..,0.769699990749359,0.769400000572205,..,..,..,0.769200026988983,..,0.718200027942657,..,..,..,0.7870000005,..,..,..,..,..,..,..,..,..,..,0.69,0.8999999762,..,0.9,..,..,..,..,..,0.7,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Indonesia,IDN,0.740457057952881,..,..,..,..,..,..,..,..,..,0.654600024223328,..,..,..,..,0.818300008773804,..,..,..,..,..,..,..,..,..,0.556800007820129,..,..,..,0.702600002288818,0.665199995,0.6686000228,0.6650000215,0.6575999856,0.6600999832,..,..,..,0.6,..,..,..,0.6,..,..,..,..,..,..,..,0.6,..,0.9,..,..,1.2,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Iran, Islamic Rep.",IRN,0.92567503452301,..,..,..,..,..,..,..,..,..,1.37960004806519,..,..,..,..,..,..,..,..,..,1.4805999994278,1.51559996604919,..,..,..,..,..,1.51049995422363,1.48370003700256,..,1.4330999851,..,..,..,..,..,1.6000000238,..,..,..,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.4,1.4,1.7,1.7,0.1,1.5,1.5,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iraq,IRQ,1.85803997516632,..,..,..,..,..,..,..,..,..,1.95099997520447,..,..,..,..,..,..,..,..,..,1.94640004634857,1.89310002326965,..,..,..,..,..,..,..,1.71389997005463,1.6596000195,..,..,..,..,..,..,..,1.4500000477,..,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,8.80000019073486,8.60000038146973,8.39999961853027,8.19999980926514,7.90000009536743,7.19999980926514,6.40000009536743,6.19999980926514,6.0999999046,6,5.6999998093,5.5,5.3000001907,5.1999998093,5.0999999046,4.9000000954,4.8000001907,4.6999998093,6.2,5.9,5.8,5.7,5.7,5.5,5.3,5.2,4.9,3.2,3,2.9,2.8,2.8,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Isle of Man,IMN,1.84498372951453,..,..,..,..,..,..,..,..,..,1.91323133169579,..,..,..,..,..,..,..,..,..,1.75615659502416,1.75411209504075,..,..,..,..,..,..,..,..,1.75223833073534,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.76939461735904,1.58474325890611,..,..,1.58427938375929,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Israel,ISR,6.73793745040894,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.07929992675781,..,..,..,..,6.79739999771118,6.72940015792847,6.76660013198853,6.54349994659424,6.49660015106201,6.50950002670288,6.38019990921021,6.2898998260498,6.31689977645874,6.28369998931885,6.2431998253,5.9699997902,5.9895000458,6.0778999329,6.1012001038,5.9800000191,6.0300002098,6.0500001907,6.0999999046,6.1199998856,3.7,3.8,3.8,3.8,3.7,3.7,3.4,3.3,3.2,3.2,3.2,3.1,3.1,3.1,..,..,..,..,..,..,..
